week,sku,weekly_sales,price,price-1,price-2,feat_main_page,trend,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,functionality_02.Portable smartphone chargers,functionality_03.Bluetooth speakers,functionality_04.Selfie sticks,functionality_05.Bluetooth tracker,functionality_06.Mobile phone accessories,functionality_07.Headphones,functionality_08.Digital pencils,functionality_09.Smartphone stands,functionality_10.VR headset,functionality_11.Fitness trackers,functionality_12.Flash drives,color_blue,color_gold,color_green,color_grey,color_none,color_pink,color_purple,color_red,color_white,vendor_2,vendor_3,vendor_4,vendor_5,vendor_6,vendor_7,vendor_8,vendor_9,vendor_10,Functionality,Color,Vendor,Revenue,com_price
16/10/2017,19,24,107.49,103.2,107.99,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Others,Other color,6,2579.76,40.64290598
23/10/2017,19,33,87.11,107.49,103.2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Others,Other color,6,2874.63,38.73731707
30/10/2017,19,40,88.35,87.11,107.49,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Others,Other color,6,3534,57.62956522
6/11/2017,19,49,89.59,88.35,87.11,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Others,Other color,6,4389.91,40.38571429
13/11/2017,19,8,108.99,89.59,88.35,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Others,Other color,6,871.92,44.89966102
20/11/2017,19,23,105.8,108.99,89.59,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Others,Other color,6,2433.4,42.85794872
27/11/2017,19,25,105.27,105.8,108.99,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Others,Other color,6,2631.75,40.88485149
4/12/2017,19,21,104.15,105.27,105.8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Others,Other color,6,2187.15,56.76269231
11/12/2017,19,11,107.52,104.15,105.27,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Others,Other color,6,1182.72,50.8425
18/12/2017,19,32,104.27,107.52,104.15,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Others,Other color,6,3336.64,35.18292135
25/12/2017,19,51,75.4,104.27,107.52,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Others,Other color,6,3845.4,37.69298851
1/1/2018,19,24,102.75,75.4,104.27,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Others,Other color,6,2466,61.60103896
8/1/2018,19,24,109.99,102.75,75.4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Others,Other color,6,2639.76,35.47580808
15/1/2018,19,27,94.45,109.99,102.75,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Others,Other color,6,2550.15,40.61682353
22/1/2018,19,25,85.24,94.45,109.99,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Others,Other color,6,2131,47.63444444
29/1/2018,19,18,87.99,85.24,94.45,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Others,Other color,6,1583.82,49.77560976
5/2/2018,19,14,100.89,87.99,85.24,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Others,Other color,6,1412.46,37.35475248
12/2/2018,19,24,85.99,100.89,87.99,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Others,Other color,6,2063.76,52.383
19/2/2018,19,22,88.51,85.99,100.89,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Others,Other color,6,1947.22,45.25895522
26/2/2018,19,19,106.84,88.51,85.99,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Others,Other color,6,2029.96,45.88507246
5/3/2018,19,19,107.99,106.84,88.51,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Others,Other color,6,2051.81,60.13712329
12/3/2018,19,36,107.99,107.99,106.84,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Others,Other color,6,3887.64,50.6946875
19/3/2018,19,36,108.99,107.99,107.99,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Others,Other color,6,3923.64,58.72548387
26/3/2018,19,30,75.16,108.99,107.99,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Others,Other color,6,2254.8,31.27091413
2/4/2018,19,12,119.47,75.16,108.99,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Others,Other color,6,1433.64,22.49656126
9/4/2018,19,12,107.99,119.47,75.16,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Others,Other color,6,1295.88,32.36417808
16/4/2018,19,18,109.99,107.99,119.47,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Others,Other color,6,1979.82,55.87384615
23/4/2018,19,853,64.99,109.99,107.99,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Others,Other color,6,55436.47,53.54278689
30/4/2018,19,12,112.07,64.99,109.99,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Others,Other color,6,1344.84,53.84787879
7/5/2018,19,22,109.99,112.07,64.99,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Others,Other color,6,2419.78,42.7662766
14/5/2018,19,35,96.61,109.99,112.07,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Others,Other color,6,3381.35,58.39293333
21/5/2018,19,65,76.18,96.61,109.99,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Others,Other color,6,4951.7,57.45272727
28/5/2018,19,69,75.54,76.18,96.61,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Others,Other color,6,5212.26,32.59231481
4/6/2018,19,64,79.92,75.54,76.18,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Others,Other color,6,5114.88,35.26578431
11/6/2018,19,53,79.99,79.92,75.54,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Others,Other color,6,4239.47,50.10519231
18/6/2018,19,67,78.49,79.99,79.92,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Others,Other color,6,5258.83,50.82268293
25/6/2018,19,43,76.75,78.49,79.99,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Others,Other color,6,3300.25,26.74045872
2/7/2018,19,52,79.52,76.75,78.49,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Others,Other color,6,4135.04,24.46417625
9/7/2018,19,31,77.29,79.52,76.75,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Others,Other color,6,2395.99,42.1
16/7/2018,19,33,80.22,77.29,79.52,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Others,Other color,6,2647.26,40.68505155
23/7/2018,19,107,65.02,80.22,77.29,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Others,Other color,6,6957.14,36.8446798
30/7/2018,19,295,66.44,65.02,80.22,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Others,Other color,6,19599.8,29.27936364
6/8/2018,19,7,113.56,66.44,65.02,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Others,Other color,6,794.92,21.86959524
13/8/2018,19,13,96.87,113.56,66.44,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Others,Other color,6,1259.31,39.0078481
20/8/2018,19,21,107.01,96.87,113.56,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Others,Other color,6,2247.21,34.94323843
27/8/2018,19,4,115.39,107.01,96.87,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Others,Other color,6,461.56,44.17083333
3/9/2018,19,21,97.99,115.39,107.01,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Others,Other color,6,2057.79,31.09051546
10/9/2018,19,18,100.35,97.99,115.39,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Others,Other color,6,1806.3,30.05804469
17/9/2018,19,51,63.51,100.35,97.99,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Others,Other color,6,3239.01,27.36195918
24/9/2018,19,445,54.5,63.51,100.35,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Others,Other color,6,24252.5,33.15795652
14/11/2016,20,90,15.39,14.39,14.39,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,12.Flash drives,none,5,1385.1,13.39
21/11/2016,20,72,13.29,15.39,14.39,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,12.Flash drives,none,5,956.88,14.39
28/11/2016,20,127,14.27,13.29,15.39,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,12.Flash drives,none,5,1812.29,12.89
5/12/2016,20,101,14.64,14.27,13.29,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,12.Flash drives,none,5,1478.64,12.99
12/12/2016,20,110,14.2,14.64,14.27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,12.Flash drives,none,5,1562,13.07
19/12/2016,20,74,15.25,14.2,14.64,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,12.Flash drives,none,5,1128.5,12.63
26/12/2016,20,104,14.66,15.25,14.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,12.Flash drives,none,5,1524.64,12.62
2/1/2017,20,81,14.3,14.66,15.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,12.Flash drives,none,5,1158.3,13.19
9/1/2017,20,100,15.19,14.3,14.66,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,12.Flash drives,none,5,1519,13.02
16/1/2017,20,75,15.05,15.19,14.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,12.Flash drives,none,5,1128.75,13.79
23/1/2017,20,114,13.24,15.05,15.19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,12.Flash drives,none,5,1509.36,13.9
30/1/2017,20,102,14.19,13.24,15.05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,12.Flash drives,none,5,1447.38,12.63
6/2/2017,20,138,13.32,14.19,13.24,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,12.Flash drives,none,5,1838.16,14.8
13/2/2017,20,115,12.91,13.32,14.19,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,12.Flash drives,none,5,1484.65,13.3
20/2/2017,20,119,13.17,12.91,13.32,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,12.Flash drives,none,5,1567.23,14.89
27/2/2017,20,93,14.95,13.17,12.91,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,12.Flash drives,none,5,1390.35,13.26
6/3/2017,20,108,13.1,14.95,13.17,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,12.Flash drives,none,5,1414.8,13.65
13/3/2017,20,112,14.18,13.1,14.95,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,12.Flash drives,none,5,1588.16,14.94
20/3/2017,20,135,13.92,14.18,13.1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,12.Flash drives,none,5,1879.2,14.02
27/3/2017,20,139,13.33,13.92,14.18,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,12.Flash drives,none,5,1852.87,14.13
3/4/2017,20,100,13.15,13.33,13.92,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,12.Flash drives,none,5,1315,13.22
10/4/2017,20,117,14.39,13.15,13.33,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,12.Flash drives,none,5,1683.63,15.26
17/4/2017,20,126,13.25,14.39,13.15,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,12.Flash drives,none,5,1669.5,13.16
24/4/2017,20,82,15.16,13.25,14.39,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,12.Flash drives,none,5,1243.12,12.27
1/5/2017,20,106,12.95,15.16,13.25,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,12.Flash drives,none,5,1372.7,14.39
8/5/2017,20,82,15.2,12.95,15.16,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,12.Flash drives,none,5,1246.4,14.39
15/5/2017,20,63,13.3,15.2,12.95,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,12.Flash drives,none,5,837.9,12.95
22/5/2017,20,87,13.28,13.3,15.2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,12.Flash drives,none,5,1155.36,13.22
29/5/2017,20,67,14.39,13.28,13.3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,12.Flash drives,none,5,964.13,12.88
5/6/2017,20,79,15.39,14.39,13.28,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,12.Flash drives,none,5,1215.81,15.39
12/6/2017,20,89,18.4,15.39,14.39,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,12.Flash drives,none,5,1637.6,12.72
19/6/2017,20,95,14.46,18.4,15.39,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,12.Flash drives,none,5,1373.7,15.18
26/6/2017,20,95,14.27,14.46,18.4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,12.Flash drives,none,5,1355.65,19.33
3/7/2017,20,103,14.24,14.27,14.46,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,12.Flash drives,none,5,1466.72,15.21
10/7/2017,20,116,14.19,14.24,14.27,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,12.Flash drives,none,5,1646.04,21.05
17/7/2017,20,120,12,14.19,14.24,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,12.Flash drives,none,5,1440,16.06
24/7/2017,20,82,16.21,12,14.19,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,12.Flash drives,none,5,1329.22,17.79
31/7/2017,20,119,12.32,16.21,12,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,12.Flash drives,none,5,1466.08,28.9
7/8/2017,20,83,19.79,12.32,16.21,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,12.Flash drives,none,5,1642.57,20.98
14/8/2017,20,103,17.11,19.79,12.32,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,12.Flash drives,none,5,1762.33,26.59
21/8/2017,20,176,11.6,17.11,19.79,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,12.Flash drives,none,5,2041.6,20.99
28/8/2017,20,151,12.66,11.6,17.11,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,12.Flash drives,none,5,1911.66,20.99
4/9/2017,20,29,14.13,12.66,11.6,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,12.Flash drives,none,5,409.77,30.89
11/9/2017,20,84,15.11,14.13,12.66,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,12.Flash drives,none,5,1269.24,28.16
18/9/2017,20,107,12.44,15.11,14.13,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,12.Flash drives,none,5,1331.08,19.79
25/9/2017,20,98,10.4,12.44,15.11,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,12.Flash drives,none,5,1019.2,21.99
2/10/2017,20,99,14.21,10.4,12.44,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,12.Flash drives,none,5,1406.79,31.89
9/10/2017,20,264,16.52,14.21,10.4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,12.Flash drives,none,5,4361.28,30.89
16/10/2017,20,106,19.26,16.52,14.21,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,12.Flash drives,none,5,2041.56,20.99
23/10/2017,20,58,19.63,19.26,16.52,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,12.Flash drives,none,5,1138.54,29.89
30/10/2017,20,50,19.99,19.63,19.26,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,12.Flash drives,none,5,999.5,28.41
6/11/2017,20,70,13.39,19.99,19.63,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,12.Flash drives,none,5,937.3,21.99
13/11/2017,20,75,15.55,13.39,19.99,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,12.Flash drives,none,5,1166.25,19.99
20/11/2017,20,82,20.92,15.55,13.39,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,12.Flash drives,none,5,1715.44,29.89
27/11/2017,20,124,13.5,20.92,15.55,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,12.Flash drives,none,5,1674,20.99
4/12/2017,20,52,20.07,13.5,20.92,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,12.Flash drives,none,5,1043.64,21.92
11/12/2017,20,78,14.36,20.07,13.5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,12.Flash drives,none,5,1120.08,21.99
